model,nowcast_date,run_time,run_time_mins,run_time_hrs
"Reference: Fixed, Report: Day of week",2021-11-16,1956.9,32.615,0.543583333333333
"Reference: Fixed, Report: Day of week",2021-11-17,2013.2,33.5533333333333,0.559222222222222
"Reference: Fixed, Report: Day of week",2021-11-18,2043,34.05,0.5675
"Reference: Fixed, Report: Day of week",2021-11-19,2051.8,34.1966666666667,0.569944444444445
"Reference: Fixed, Report: Day of week",2021-11-20,2698.9,44.9816666666667,0.749694444444445
"Reference: Fixed, Report: Day of week",2021-11-21,2339.8,38.9966666666667,0.649944444444445
"Reference: Fixed, Report: Day of week",2021-11-22,2089.3,34.8216666666667,0.580361111111111
"Reference: Fixed, Report: Day of week",2021-11-23,1772.9,29.5483333333333,0.492472222222222
"Reference: Age, Report: Day of week",2021-11-01,2216.3,36.9383333333333,0.615638888888889
"Reference: Age, Report: Day of week",2021-11-02,2691.4,44.8566666666667,0.747611111111111
"Reference: Age, Report: Day of week",2021-11-03,2232.5,37.2083333333333,0.620138888888889
"Reference: Age, Report: Day of week",2021-11-04,2411.7,40.195,0.669916666666667
"Reference: Age, Report: Day of week",2021-11-05,2069.8,34.4966666666667,0.574944444444444
"Reference: Age, Report: Day of week",2021-11-06,2043.3,34.055,0.567583333333333
"Reference: Age, Report: Day of week",2021-11-07,2014.9,33.5816666666667,0.559694444444444
"Reference: Age, Report: Day of week",2021-11-08,1980.3,33.005,0.550083333333333
"Reference: Age, Report: Day of week",2021-11-09,2042.5,34.0416666666667,0.567361111111111
"Reference: Age, Report: Day of week",2021-11-10,2087.6,34.7933333333333,0.579888888888889
"Reference: Age, Report: Day of week",2021-11-11,2043.1,34.0516666666667,0.567527777777778
"Reference: Age, Report: Day of week",2021-11-12,2066.2,34.4366666666667,0.573944444444444
"Reference: Age, Report: Day of week",2021-11-13,2530.6,42.1766666666667,0.702944444444444
"Reference: Age, Report: Day of week",2021-11-14,2032.6,33.8766666666667,0.564611111111111
"Reference: Age, Report: Day of week",2021-11-15,2071.7,34.5283333333333,0.575472222222222
"Reference: Age, Report: Day of week",2021-11-16,2026.9,33.7816666666667,0.563027777777778
"Reference: Age, Report: Day of week",2021-11-17,2209.4,36.8233333333333,0.613722222222222
"Reference: Age, Report: Day of week",2021-11-18,2146.6,35.7766666666667,0.596277777777778
"Reference: Age, Report: Day of week",2021-11-19,2900.1,48.335,0.805583333333333
"Reference: Age, Report: Day of week",2021-11-20,2845.3,47.4216666666667,0.790361111111111
"Reference: Age, Report: Day of week",2021-11-21,2668.1,44.4683333333333,0.741138888888889
"Reference: Age, Report: Day of week",2021-11-22,2711.6,45.1933333333333,0.753222222222222
"Reference: Age, Report: Day of week",2021-11-23,1911.2,31.8533333333333,0.530888888888889
"Reference: Age and week, Report: Day of week",2021-11-01,7139.1,118.985,1.98308333333333
"Reference: Age and week, Report: Day of week",2021-11-02,7912.8,131.88,2.198
"Reference: Age and week, Report: Day of week",2021-11-03,6357.3,105.955,1.76591666666667
"Reference: Age and week, Report: Day of week",2021-11-04,6291.9,104.865,1.74775
"Reference: Age and week, Report: Day of week",2021-11-05,3550,59.1666666666667,0.986111111111111
"Reference: Age and week, Report: Day of week",2021-11-06,3591.7,59.8616666666667,0.997694444444445
"Reference: Age and week, Report: Day of week",2021-11-07,3604.8,60.08,1.00133333333333
"Reference: Age and week, Report: Day of week",2021-11-08,3624.7,60.4116666666667,1.00686111111111
"Reference: Age and week, Report: Day of week",2021-11-09,3605,60.0833333333333,1.00138888888889
"Reference: Age and week, Report: Day of week",2021-11-10,3333.2,55.5533333333333,0.925888888888889
"Reference: Age and week, Report: Day of week",2021-11-11,3730.8,62.18,1.03633333333333
"Reference: Age and week, Report: Day of week",2021-11-12,3595,59.9166666666667,0.998611111111111
"Reference: Age and week, Report: Day of week",2021-11-13,5353,89.2166666666667,1.48694444444444
"Reference: Age and week, Report: Day of week",2021-11-14,5134.6,85.5766666666667,1.42627777777778
"Reference: Age and week, Report: Day of week",2021-11-15,5257.9,87.6316666666667,1.46052777777778
"Reference: Age and week, Report: Day of week",2021-11-16,5640.5,94.0083333333333,1.56680555555556
"Reference: Age and week, Report: Day of week",2021-11-17,4927.3,82.1216666666667,1.36869444444444
"Reference: Age and week, Report: Day of week",2021-11-18,4980.1,83.0016666666667,1.38336111111111
"Reference: Age and week, Report: Day of week",2021-11-19,5331,88.85,1.48083333333333
"Reference: Age and week, Report: Day of week",2021-11-20,6147,102.45,1.7075
"Reference: Age and week, Report: Day of week",2021-11-21,2341,39.0166666666667,0.650277777777778
"Reference: Age and week, Report: Day of week",2021-11-22,2658.2,44.3033333333333,0.738388888888889
"Reference: Age and week, Report: Day of week",2021-11-23,2612.3,43.5383333333333,0.725638888888889
"Reference: Age and week by age, Report: Day of week",2021-11-01,4383.1,73.0516666666667,1.21752777777778
"Reference: Age and week by age, Report: Day of week",2021-11-02,5360.3,89.3383333333333,1.48897222222222
"Reference: Age and week by age, Report: Day of week",2021-11-03,3376.9,56.2816666666667,0.938027777777778
"Reference: Age and week by age, Report: Day of week",2021-11-04,2875.3,47.9216666666667,0.798694444444445
"Reference: Age and week by age, Report: Day of week",2021-11-05,5835.3,97.255,1.62091666666667
"Reference: Age and week by age, Report: Day of week",2021-11-06,5850,97.5,1.625
"Reference: Age and week by age, Report: Day of week",2021-11-07,6283.1,104.718333333333,1.74530555555556
"Reference: Age and week by age, Report: Day of week",2021-11-08,5650.5,94.175,1.56958333333333
"Reference: Age and week by age, Report: Day of week",2021-11-09,6055.3,100.921666666667,1.68202777777778
"Reference: Age and week by age, Report: Day of week",2021-11-10,5886.2,98.1033333333333,1.63505555555556
"Reference: Age and week by age, Report: Day of week",2021-11-11,6477.8,107.963333333333,1.79938888888889
"Reference: Age and week by age, Report: Day of week",2021-11-12,9511.4,158.523333333333,2.64205555555556
"Reference: Age and week by age, Report: Day of week",2021-11-13,12002.5,200.041666666667,3.33402777777778
"Reference: Age and week by age, Report: Day of week",2021-11-14,8331.8,138.863333333333,2.31438888888889
"Reference: Age and week by age, Report: Day of week",2021-11-15,8092.5,134.875,2.24791666666667
"Reference: Age and week by age, Report: Day of week",2021-11-16,8484.2,141.403333333333,2.35672222222222
"Reference: Age and week by age, Report: Day of week",2021-11-17,10583.2,176.386666666667,2.93977777777778
"Reference: Age and week by age, Report: Day of week",2021-11-18,11426.2,190.436666666667,3.17394444444444
"Reference: Age and week by age, Report: Day of week",2021-11-19,10461.6,174.36,2.906
"Reference: Age and week by age, Report: Day of week",2021-11-20,9500,158.333333333333,2.63888888888889
"Reference: Age and week by age, Report: Day of week",2021-11-21,7222,120.366666666667,2.00611111111111
"Reference: Age and week by age, Report: Day of week",2021-11-22,7882.7,131.378333333333,2.18963888888889
"Reference: Age and week by age, Report: Day of week",2021-11-23,3418,56.9666666666667,0.949444444444444
"Independent by age, Reference: Week, Report: Day of week",2021-11-01,1799.5,29.9916666666667,0.499861111111111
"Independent by age, Reference: Week, Report: Day of week",2021-11-02,1634.3,27.2383333333333,0.453972222222222
"Independent by age, Reference: Week, Report: Day of week",2021-11-03,1565.3,26.0883333333333,0.434805555555556
"Independent by age, Reference: Week, Report: Day of week",2021-11-04,1537.1,25.6183333333333,0.426972222222222
"Independent by age, Reference: Week, Report: Day of week",2021-11-05,1698.5,28.3083333333333,0.471805555555556
"Independent by age, Reference: Week, Report: Day of week",2021-11-06,1745.5,29.0916666666667,0.484861111111111
"Independent by age, Reference: Week, Report: Day of week",2021-11-07,1614.4,26.9066666666667,0.448444444444444
"Independent by age, Reference: Week, Report: Day of week",2021-11-08,1765.6,29.4266666666667,0.490444444444445
"Independent by age, Reference: Week, Report: Day of week",2021-11-09,1681.4,28.0233333333333,0.467055555555556
"Independent by age, Reference: Week, Report: Day of week",2021-11-10,1534.4,25.5733333333333,0.426222222222222
"Independent by age, Reference: Week, Report: Day of week",2021-11-11,1530.4,25.5066666666667,0.425111111111111
"Independent by age, Reference: Week, Report: Day of week",2021-11-12,1680.9,28.015,0.466916666666667
"Independent by age, Reference: Week, Report: Day of week",2021-11-13,1735.9,28.9316666666667,0.482194444444445
"Independent by age, Reference: Week, Report: Day of week",2021-11-14,1667.6,27.7933333333333,0.463222222222222
"Independent by age, Reference: Week, Report: Day of week",2021-11-15,1670.4,27.84,0.464
"Independent by age, Reference: Week, Report: Day of week",2021-11-16,1661.8,27.6966666666667,0.461611111111111
"Independent by age, Reference: Week, Report: Day of week",2021-11-17,1628.6,27.1433333333333,0.452388888888889
"Independent by age, Reference: Week, Report: Day of week",2021-11-18,1576.7,26.2783333333333,0.437972222222222
"Independent by age, Reference: Week, Report: Day of week",2021-11-19,1597.5,26.625,0.44375
"Independent by age, Reference: Week, Report: Day of week",2021-11-20,1671.5,27.8583333333333,0.464305555555556
"Independent by age, Reference: Week, Report: Day of week",2021-11-21,1578.7,26.3116666666667,0.438527777777778
"Independent by age, Reference: Week, Report: Day of week",2021-11-22,1640.2,27.3366666666667,0.455611111111111
"Independent by age, Reference: Week, Report: Day of week",2021-11-23,1936.8,32.28,0.538
